#X,Acoustic Pressure across Frequency(3)_At Node 3725,Acoustic Pressure across Frequency(3)_At Node 3725
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
1420.000000,-90.015045,0.000024
1430.000000,-90.016023,0.000024
1440.000000,-90.016427,0.000024
1450.000000,-90.017762,0.000025
1460.000000,-90.018709,0.000025
1470.000000,-90.019779,0.000026
1480.000000,-90.020955,0.000027
1490.000000,-90.022274,0.000028
1500.000000,-90.023736,0.000029
1510.000000,-90.025378,0.000031
1520.000000,-90.027245,0.000033
1530.000000,-90.029397,0.000035
1540.000000,-90.031915,0.000038
1550.000000,-90.034916,0.000041
1560.000000,-90.038571,0.000045
1570.000000,-90.043147,0.000050
1580.000000,-90.049065,0.000057
1590.000000,-90.057078,0.000067
1600.000000,-90.068592,0.000082
1610.000000,-90.086650,0.000104
1620.000000,-90.119353,0.000146
1630.000000,-90.203529,0.000247
1640.000000,-90.686315,0.000850
1650.000000,-269.537017,0.000590
1660.000000,-269.837684,0.000216
1670.000000,-269.903107,0.000131
1680.000000,-269.917519,0.000096
1690.000000,-269.949305,0.000074
1700.000000,-269.960956,0.000061
1710.000000,-269.968888,0.000051
1720.000000,-269.974704,0.000044
1730.000000,-269.978039,0.000039
1740.000000,-269.982777,0.000035
1750.000000,-269.985966,0.000032
1760.000000,-269.988624,0.000029
1770.000000,-269.990795,0.000027
1780.000000,-269.992989,0.000025
1790.000000,-269.994902,0.000023
1800.000000,-269.996685,0.000022
1810.000000,-269.998363,0.000021
1820.000000,-269.999893,0.000019
1830.000000,-270.000981,0.000018
1840.000000,-269.999990,0.000017
1850.000000,-269.982453,0.000016
1860.000000,-268.276692,0.000008
1870.000000,-273.433437,0.000029
1880.000000,-269.964091,0.000017
1890.000000,-269.980642,0.000016
1900.000000,-269.988045,0.000015
1910.000000,-269.992303,0.000014
1920.000000,-269.995218,0.000013
1930.000000,-269.980955,0.000013
1940.000000,-269.994891,0.000012
1950.000000,-269.999395,0.000012
1960.000000,-270.000511,0.000011
1970.000000,-269.994521,0.000010
1980.000000,-270.000493,0.000009
1990.000000,-270.006953,0.000008
2000.000000,-270.009767,0.000007


