#X,Acoustic Pressure across Frequency(3)_At Node 922,Acoustic Pressure across Frequency(3)_At Node 922
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1180.000000,0.000030,-93.052964
1190.000000,0.000028,-94.471661
1200.000000,0.000027,-95.946634
1210.000000,0.000026,-97.482842
1220.000000,0.000025,-99.085363
1230.000000,0.000025,-100.759375
1240.000000,0.000024,-102.510120
1250.000000,0.000023,-104.342867
1260.000000,0.000023,-106.262825
1270.000000,0.000022,-108.275059
1280.000000,0.000022,-110.384363
1290.000000,0.000021,-112.595101
1300.000000,0.000021,-114.911019
1310.000000,0.000020,-117.335022
1320.000000,0.000020,-119.868920
1330.000000,0.000020,-122.513145
1340.000000,0.000019,-125.266458
1350.000000,0.000019,-128.125683
1360.000000,0.000019,-131.085435
1370.000000,0.000018,-134.137948
1380.000000,0.000018,-137.272979
1390.000000,0.000018,-140.477842
1400.000000,0.000017,-143.737608
1410.000000,0.000017,-147.035410
1420.000000,0.000016,-150.352958
1430.000000,0.000016,-153.671136
1440.000000,0.000016,-156.970658
1450.000000,0.000015,-160.232765
1460.000000,0.000015,-163.439846
1470.000000,0.000014,-166.575963
1480.000000,0.000014,-169.627242
1490.000000,0.000013,-172.582107
1500.000000,0.000013,-175.431352
1510.000000,0.000012,-178.168082
1520.000000,0.000012,-180.787550
1530.000000,0.000011,-183.286912
1540.000000,0.000011,-185.664941
1550.000000,0.000011,-187.921720
1560.000000,0.000010,-190.058342
1570.000000,0.000010,-192.076624
1580.000000,0.000009,-193.978848
1590.000000,0.000009,-195.767536
1600.000000,0.000009,-197.445239
1610.000000,0.000009,-199.014385
1620.000000,0.000008,-200.477114
1630.000000,0.000008,-201.835151
1640.000000,0.000008,-203.089709
1650.000000,0.000008,-204.241367
1660.000000,0.000007,-205.289975
1670.000000,0.000007,-206.234573
1680.000000,0.000007,-207.073275
1690.000000,0.000007,-207.803181
1700.000000,0.000007,-208.420263
1710.000000,0.000007,-208.919264
1720.000000,0.000007,-209.293576
1730.000000,0.000006,-209.535124
1740.000000,0.000006,-209.634289
1750.000000,0.000006,-209.579817
1760.000000,0.000006,-209.358825
1770.000000,0.000006,-208.956897
1780.000000,0.000006,-208.358334
1790.000000,0.000006,-207.546667
1800.000000,0.000006,-206.505520
1810.000000,0.000006,-205.219971
1820.000000,0.000006,-203.678534
1830.000000,0.000006,-201.875842
1840.000000,0.000006,-199.816018
1850.000000,0.000007,-197.516440
1860.000000,0.000007,-195.011333
1870.000000,0.000007,-192.354262
1880.000000,0.000008,-189.618463
1890.000000,0.000008,-186.894182
1900.000000,0.000009,-184.282991
1910.000000,0.000010,-181.890066
1920.000000,0.000011,-179.816285
1930.000000,0.000012,-178.152089
1940.000000,0.000014,-176.974397
1950.000000,0.000016,-176.346796
1960.000000,0.000019,-176.322341
1970.000000,0.000022,-176.947875
1980.000000,0.000026,-178.268753
1990.000000,0.000031,-180.333057
2000.000000,0.000037,-183.194504


