#X,Acoustic Pressure across Frequency(1)_At Node 3238,Acoustic Pressure across Frequency(1)_At Node 3238
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1690.000000,0.000109,-158.127076
1700.000000,0.000122,-151.200306
1710.000000,0.000138,-145.769211
1720.000000,0.000155,-141.200836
1730.000000,0.000176,-137.818028
1740.000000,0.000198,-134.925771
1750.000000,0.000222,-132.661931
1760.000000,0.000250,-131.242025
1770.000000,0.000280,-129.995938
1780.000000,0.000312,-129.121009
1790.000000,0.000349,-128.964354
1800.000000,0.000390,-128.840097
1810.000000,0.000435,-129.061930
1820.000000,0.000486,-129.972513
1830.000000,0.000544,-130.931870
1840.000000,0.000609,-132.310319
1850.000000,0.000682,-134.553867
1860.000000,0.000765,-136.973573
1870.000000,0.000860,-140.069174
1880.000000,0.000967,-143.941919
1890.000000,0.001086,-148.739863
1900.000000,0.001208,-154.997656
1910.000000,0.001334,-162.010163
1920.000000,0.001450,-170.145910
1930.000000,0.001538,-179.199340
1940.000000,0.001583,-188.709877
1950.000000,0.001579,-198.104164
1960.000000,0.001533,-206.842102
1970.000000,0.001447,-214.500954
1980.000000,0.001360,-221.103422
1990.000000,0.001269,-226.664197
2000.000000,0.001181,-231.303759


