#X,Acoustic Pressure across Frequency(3)_At Node 478,Acoustic Pressure across Frequency(3)_At Node 478
#Frequency(Hz),Pressure(N/mm^2(MPa))_Magnitude,Angle(degrees)_Phase
1230.000000,0.000555,-267.036790
1240.000000,0.000526,-266.588481
1250.000000,0.000496,-265.931548
1260.000000,0.000465,-264.927356
1270.000000,0.000430,-263.292696
1280.000000,0.000390,-260.378843
1290.000000,0.000344,-254.474326
1300.000000,0.000301,-240.601627
1310.000000,0.000337,-211.967367
1320.000000,0.000683,-200.887475
1330.000000,0.001035,-233.157210
1340.000000,0.000888,-255.375635
1350.000000,0.000748,-263.144501
1360.000000,0.000662,-266.276483
1370.000000,0.000605,-267.775854
1380.000000,0.000563,-268.586738
1390.000000,0.000531,-269.064834
1400.000000,0.000504,-269.365156
1410.000000,0.000482,-269.563058
1420.000000,0.000462,-269.698343
1430.000000,0.000444,-269.793432
1440.000000,0.000428,-269.861597
1450.000000,0.000413,-269.910987
1460.000000,0.000399,-269.946714
1470.000000,0.000386,-269.971989
1480.000000,0.000373,-269.988737
1490.000000,0.000361,-269.997932
1500.000000,0.000349,-269.999737
1510.000000,0.000337,-269.993486
1520.000000,0.000325,-269.977511
1530.000000,0.000314,-269.948732
1540.000000,0.000302,-269.901864
1550.000000,0.000290,-269.827896
1560.000000,0.000277,-269.711079
1570.000000,0.000263,-269.522597
1580.000000,0.000249,-269.206162
1590.000000,0.000232,-268.641535
1600.000000,0.000212,-267.538216
1610.000000,0.000186,-265.059025
1620.000000,0.000153,-258.078450
1630.000000,0.000121,-231.918724
1640.000000,0.000234,-192.589248
1650.000000,0.000492,-224.345989
1660.000000,0.000426,-252.942576
1670.000000,0.000349,-262.167843
1680.000000,0.000299,-266.101795
1690.000000,0.000255,-268.478804
1700.000000,0.000197,-269.999468
1710.000000,0.000082,-206.012292
1720.000000,0.000425,-242.624046
1730.000000,0.000323,-258.864008
1740.000000,0.000284,-262.373540
1750.000000,0.000260,-263.800025
1760.000000,0.000243,-264.509779
1770.000000,0.000229,-264.870026
1780.000000,0.000216,-265.015102
1790.000000,0.000204,-264.999564
1800.000000,0.000193,-264.841521
1810.000000,0.000182,-264.536431
1820.000000,0.000171,-264.059594
1830.000000,0.000160,-263.361528
1840.000000,0.000149,-262.354865
1850.000000,0.000138,-260.885992
1860.000000,0.000125,-258.673351
1870.000000,0.000112,-255.164288
1880.000000,0.000098,-249.178163
1890.000000,0.000085,-238.029442
1900.000000,0.000079,-216.683447
1910.000000,0.000104,-187.583772
1920.000000,0.000233,-178.796400
1930.000000,0.000408,-239.691449
1940.000000,0.000150,-269.855912
1950.000000,0.000058,-217.992141
1960.000000,0.000161,-170.116895
1970.000000,0.000335,-191.043191
1980.000000,0.000390,-223.694570
1990.000000,0.000333,-242.970733
2000.000000,0.000279,-252.406101


