#X,Acoustic Pressure across Frequency_At Node 3760,Acoustic Pressure across Frequency_At Node 3760
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
1420.000000,-269.999771,0.000262
1430.000000,-269.999760,0.000251
1440.000000,-269.999741,0.000241
1450.000000,-269.999716,0.000230
1460.000000,-269.999682,0.000220
1470.000000,-269.999638,0.000210
1480.000000,-269.999578,0.000200
1490.000000,-269.999507,0.000189
1500.000000,-269.999424,0.000179
1510.000000,-269.999308,0.000169
1520.000000,-269.999153,0.000158
1530.000000,-269.998941,0.000147
1540.000000,-269.998643,0.000136
1550.000000,-269.998208,0.000124
1560.000000,-269.997534,0.000111
1570.000000,-269.996417,0.000097
1580.000000,-269.994350,0.000082
1590.000000,-269.989794,0.000063
1600.000000,-269.975374,0.000039
1610.000000,-269.703344,0.000006
1620.000000,-90.065389,0.000052
1630.000000,-90.058698,0.000195
1640.000000,-90.276342,0.001946
1650.000000,-269.956617,0.000495
1660.000000,-269.980857,0.000263
1670.000000,-269.990614,0.000189
1680.000000,-269.993715,0.000149
1690.000000,-269.995336,0.000123
1700.000000,-269.996270,0.000103
1710.000000,-269.996884,0.000087
1720.000000,-269.997251,0.000072
1730.000000,-269.996448,0.000061
1740.000000,-269.997502,0.000048
1750.000000,-269.997396,0.000037
1760.000000,-269.997006,0.000026
1770.000000,-269.995868,0.000015
1780.000000,-269.989930,0.000005
1790.000000,-90.009630,0.000005
1800.000000,-90.002649,0.000015
1810.000000,-90.001367,0.000024
1820.000000,-90.000851,0.000034
1830.000000,-90.000583,0.000044
1840.000000,-90.000424,0.000054
1850.000000,-90.000323,0.000064
1860.000000,-90.000254,0.000074
1870.000000,-90.000206,0.000085
1880.000000,-90.000171,0.000095
1890.000000,-90.000146,0.000106
1900.000000,-90.000127,0.000117
1910.000000,-90.000113,0.000128
1920.000000,-90.000103,0.000139
1930.000000,-90.000162,0.000151
1940.000000,-90.005965,0.000164
1950.000000,-90.000322,0.000176
1960.000000,-90.000210,0.000190
1970.000000,-90.000196,0.000204
1980.000000,-90.000257,0.000218
1990.000000,-90.000089,0.000233
2000.000000,-90.000086,0.000249


