#X,Acoustic Pressure across Frequency(3)_At Node 158,Acoustic Pressure across Frequency(3)_At Node 158
#Frequency(Hz),Angle(degrees)_Phase,Pressure(N/mm^2(MPa))_Magnitude
1360.000000,-23.964072,0.000415
1370.000000,-28.125013,0.000415
1380.000000,-32.288319,0.000415
1390.000000,-36.451327,0.000415
1400.000000,-40.611217,0.000415
1410.000000,-44.765137,0.000415
1420.000000,-48.910279,0.000414
1430.000000,-53.044016,0.000414
1440.000000,-57.163974,0.000413
1450.000000,-61.268139,0.000413
1460.000000,-65.354932,0.000412
1470.000000,-69.423252,0.000411
1480.000000,-73.472529,0.000410
1490.000000,-77.502745,0.000410
1500.000000,-81.514433,0.000409
1510.000000,-85.508662,0.000409
1520.000000,-89.487012,0.000408
1530.000000,-93.451523,0.000408
1540.000000,-97.404644,0.000407
1550.000000,-101.349164,0.000407
1560.000000,-105.288139,0.000407
1570.000000,-109.224812,0.000407
1580.000000,-113.162530,0.000408
1590.000000,-117.104652,0.000408
1600.000000,-121.054463,0.000408
1610.000000,-125.015085,0.000409
1620.000000,-128.989379,0.000410
1630.000000,-132.979876,0.000411
1640.000000,-136.988676,0.000412
1650.000000,-141.017383,0.000413
1660.000000,-145.067049,0.000414
1670.000000,-149.138108,0.000415
1680.000000,-153.230356,0.000416
1690.000000,-157.342926,0.000417
1700.000000,-161.474299,0.000417
1710.000000,-165.622338,0.000418
1720.000000,-169.784330,0.000419
1730.000000,-173.957077,0.000419
1740.000000,-178.136987,0.000419
1750.000000,-182.320193,0.000420
1760.000000,-186.502680,0.000419
1770.000000,-190.680423,0.000419
1780.000000,-194.849519,0.000419
1790.000000,-199.006320,0.000418
1800.000000,-203.147535,0.000418
1810.000000,-207.270354,0.000417
1820.000000,-211.372502,0.000416
1830.000000,-215.452300,0.000415
1840.000000,-219.508699,0.000414
1850.000000,-223.541284,0.000413
1860.000000,-227.550259,0.000412
1870.000000,-231.536416,0.000411
1880.000000,-235.501083,0.000410
1890.000000,-239.446070,0.000409
1900.000000,-243.373590,0.000408
1910.000000,-247.286191,0.000407
1920.000000,-251.186660,0.000407
1930.000000,-255.077971,0.000406
1940.000000,-258.963167,0.000406
1950.000000,-262.845308,0.000406
1960.000000,-266.727377,0.000406
1970.000000,-270.612213,0.000406
1980.000000,-274.502443,0.000406
1990.000000,-278.400419,0.000407
2000.000000,-282.308163,0.000407


